Date,Close,High,Low,Open,Volume
2022-03-31,1285.9205322265625,1304.9851539936521,1283.4550482207092,1304.9851539936521,376852
2022-04-01,1295.9287109375,1300.9817309455887,1280.3304288834704,1289.5087985990638,169652
2022-04-04,1300.1273193359375,1305.9614034494232,1290.9489499331353,1297.1736257813523,275956
2022-04-05,1281.7462158203125,1302.9590311970226,1279.671323758203,1296.1972764472823,224804
2022-04-06,1278.7926025390625,1285.9692639685902,1263.7801486623312,1263.804463802947,293896
2022-04-07,1255.5538330078125,1270.9324451356422,1253.2348359409175,1269.1016579775674,489476
2022-04-08,1277.523193359375,1281.5509248374356,1251.08667624376,1251.2819125174656,531188
2022-04-11,1274.1302490234375,1287.8977446693984,1260.8752784303101,1268.857558148509,419776
2022-04-12,1249.890380859375,1270.5172467092866,1247.8643576893214,1263.487072652568,426314
2022-04-13,1246.13134765625,1265.8794144668434,1242.982417608695,1258.1169246573475,313846
2022-04-18,1242.0791015625,1249.3535001902746,1231.5582741456724,1235.2930319999218,430576
2022-04-19,1288.117431640625,1302.055848609029,1245.4723669067812,1246.9369966577474,1090134
2022-04-20,1327.1497802734375,1334.5949814492176,1293.756269889639,1296.563476890343,916324
2022-04-21,1358.2730712890625,1361.5197385093459,1334.594892085985,1346.9710602327932,561642
2022-04-22,1346.7025146484375,1367.3049476695846,1339.5747219420161,1349.9247475212221,629346
2022-04-25,1315.652587890625,1346.6539186895864,1300.786500051636,1337.4266794248472,416592
2022-04-26,1355.124267578125,1364.864031762144,1322.072479430732,1322.072479430732,481902
2022-04-27,1356.1983642578125,1380.2183890066094,1345.9948240410367,1347.312967059719,778720
2022-04-28,1376.3612060546875,1391.398093500007,1360.2991494240102,1374.310748492112,529310
2022-04-29,1362.4962158203125,1393.8392676323758,1356.0274346307754,1393.8392676323758,405854
2022-05-02,1357.491943359375,1369.428650539071,1345.2622625883814,1345.2622625883814,489180
2022-05-04,1314.8223876953125,1359.7376965545402,1306.3520178114359,1359.6645127494505,6502106
2022-05-05,1289.240234375,1332.6420448203548,1284.9683979456593,1328.419077055524,710932
2022-05-06,1279.67138671875,1298.4187191997821,1266.709508670041,1289.2403488468485,499416
2022-05-09,1228.8975830078125,1267.978811913943,1223.9911685433144,1257.140575258825,789056
2022-05-10,1207.465087890625,1232.8520016964726,1200.508097088061,1220.0364923233285,456736
2022-05-11,1195.9921875,1213.226020591869,1182.3954942790645,1210.1258400890679,539984
2022-05-12,1172.1676025390625,1191.232224061704,1157.0575291091143,1180.9798155759272,751898
2022-05-13,1185.3980712890625,1209.7841319506624,1179.53955249027,1187.326476555291,580370
2022-05-16,1185.080810546875,1211.1268596186321,1179.7349353172992,1187.3266240421297,414444
2022-05-17,1235.5126953125,1240.2483072175041,1188.7910345486919,1192.6967135123016,673350
2022-05-18,1239.4674072265625,1254.6995333652276,1224.5770042041347,1239.5650253752192,553306
2022-05-19,1210.369873046875,1225.8949705868247,1204.1451972702991,1205.8783661288162,1457316
2022-05-20,1280.1595458984375,1290.338770024299,1221.9893837952404,1227.847902614874,554414
2022-05-23,1272.250732421875,1295.5871925499891,1265.9040028870093,1283.9922058997538,556692
2022-05-24,1277.1571044921875,1287.8001042013298,1268.3693262502688,1281.062783710818,295930
2022-05-25,1274.789306640625,1296.587951454976,1270.2490496608054,1285.1394524743857,496060
2022-05-26,1263.2186279296875,1285.895952977139,1243.812285234068,1278.133463575637,367778
2022-05-27,1257.2381591796875,1272.0553778934823,1239.735905104102,1267.8567249146374,398606
2022-05-30,1300.46923828125,1304.9851802630808,1266.8316208176634,1279.0124350816307,527184
2022-05-31,1285.89599609375,1307.7922575838948,1277.0839028333808,1291.8033835061074,1180168
2022-06-01,1285.06591796875,1296.1726918370396,1277.2058110539967,1285.139220959918,295566
2022-06-02,1330.1279296875,1333.789504094788,1286.750430532411,1291.3152409702468,599572
2022-06-03,1356.9793701171875,1374.969951986709,1337.6950797341585,1341.0881145834321,1273396
2022-06-06,1350.828125,1373.7008098844265,1343.334173438553,1357.5166969756042,551466
2022-06-07,1353.5618896484375,1362.5937724107446,1344.5300068861306,1349.4121056765669,309638
2022-06-08,1330.0302734375,1358.2488298996052,1325.7828710851052,1354.8801100262858,373884
2022-06-09,1366.3043212890625,1367.9641873299865,1322.5606650524387,1322.5606650524387,596092
2022-06-10,1325.001708984375,1362.1300968493751,1318.9479537166121,1354.4652250241336,493502
2022-06-13,1300.0052490234375,1305.1314525927794,1277.3522398304679,1295.611360249716,375988
2022-06-14,1282.6983642578125,1303.5936532077637,1276.1075304237802,1295.2209008657242,305968
2022-06-15,1267.539306640625,1287.6046607401024,1262.0713799465532,1274.2277580071175,326232
2022-06-16,1249.4267578125,1297.9548936039967,1247.3518657282486,1280.0863635075773,564510
2022-06-17,1264.121826171875,1281.2823552347986,1236.1473770935886,1236.1473770935886,518582
2022-06-20,1241.4200439453125,1278.182269889258,1230.8259139232468,1272.7630928184656,282582
2022-06-21,1261.8028564453125,1265.781719250371,1234.6827740469137,1246.1068374467586,270470
2022-06-22,1223.0634765625,1251.2820339802981,1221.0130187220936,1251.2820339802981,383304
2022-06-23,1203.2421875,1232.6811496127614,1194.161435530176,1230.288968739184,564190
2022-06-24,1220.8909912109375,1225.870708694306,1205.024168372047,1215.6427344257659,364260
2022-06-27,1216.5946044921875,1244.447002393547,1211.7369399532301,1244.447002393547,360810
2022-06-28,1234.6827392578125,1237.6119984256839,1211.8100595786054,1211.8100595786054,255366
2022-06-29,1259.11767578125,1267.8078352139626,1221.0128719912902,1222.6484227152844,610070
2022-06-30,1266.44091796875,1277.0594833192004,1253.3813031124491,1257.6287054142551,418308
2022-07-01,1176.0732421875,1265.269169158784,1154.6164404205954,1259.5815713679224,2157672
2022-07-04,1178.51416015625,1192.1352866780767,1155.5927312145116,1166.235729932679,1786180
2022-07-05,1187.9122314453125,1203.2664080132656,1180.2962289909967,1183.8845000191698,871462
2022-07-06,1177.537841796875,1191.79354700618,1165.552264940675,1183.9334391491227,518682
2022-07-07,1165.67431640625,1188.2540242105088,1159.522943200644,1183.8113856495495,904908
2022-07-08,1167.5540771484375,1179.4420369215998,1163.404292638397,1178.9781421228556,444820
2022-07-11,1183.0301513671875,1185.3735826176546,1157.2038965231452,1161.9395084967125,1610076
2022-07-12,1181.5411376953125,1190.7439419550255,1173.6077268479287,1177.0740648026103,406094
2022-07-13,1160.621337890625,1188.2783791134975,1158.5220116291573,1185.861764115981,370710
2022-07-14,1170.2147216796875,1188.5470276658762,1160.719062754414,1166.6751998269137,499346
2022-07-15,1172.4605712890625,1181.4680205828165,1163.6972269582388,1181.4680205828165,210686
2022-07-18,1182.517578125,1183.909024036183,1168.530411971383,1181.492408835803,8622512
2022-07-19,1191.81787109375,1194.649512083771,1172.0698063486366,1177.073957349396,709822
2022-07-20,1221.2081298828125,1242.5185623759728,1213.47007490304,1237.6120293089787,1073472
2022-07-21,1214.373291015625,1219.8656525418328,1204.9020663716249,1219.5483637748457,473372
2022-07-22,1221.9404296875,1228.726618360859,1218.0836194109997,1220.5246687484967,789564
2022-07-25,1181.5411376953125,1205.390238904042,1173.6321611812177,1205.390238904042,931076
2022-07-26,1181.7120361328125,1193.209402855271,1177.7819226886265,1183.3231526046245,522282
2022-07-27,1181.1019287109375,1184.8855558464174,1172.6803070222886,1181.175112527129,364442
2022-07-28,1199.6536865234375,1204.4137326903328,1182.004947642924,1188.7910170656507,605222
2022-07-29,1224.7965087890625,1228.8242402080998,1202.7050122179792,1205.8783763663116,871062
2022-08-01,1257.1893310546875,1262.9989810487873,1224.405965539789,1226.87144931411,8637808
2022-08-02,1261.0950927734375,1272.5191572314334,1250.0859352325615,1256.066506756093,567576
2022-08-03,1272.1773681640625,1274.2278258845834,1253.5033396812712,1268.100767864274,318982
2022-08-04,1255.3828125,1277.9625189957512,1237.6120209022513,1277.157020386702,381112
2022-08-05,1237.0994873046875,1258.6051578471613,1233.9505571988752,1258.116947933334,267168
2022-08-08,1253.13720703125,1261.2902886001225,1235.976557368539,1237.612108225783,374694
2022-08-10,1260.5335693359375,1264.4392486656668,1248.8409656809354,1255.6759045079616,223450
2022-08-11,1264.5611572265625,1276.6687856091437,1259.972032213163,1269.3456376993397,198088
2022-08-12,1285.28564453125,1289.362244552566,1260.6067313795768,1262.6327546285777,445110
2022-08-16,1294.0247802734375,1296.978474020484,1282.918004997024,1293.6586228467424,150854
2022-08-17,1300.8109130859375,1307.2309451259578,1296.6855630509017,1298.9069420518829,228424
2022-08-18,1306.802978515625,1310.6586270884754,1296.7833764925415,1308.1782485747785,362964
2022-08-19,1283.694091796875,1306.9749964176642,1279.6174453153249,1303.5614630061782,272006
2022-08-22,1280.304931640625,1292.0191289864606,1270.2361659252485,1284.8727371426714,335046
2022-08-23,1300.34423828125,1302.5544551168555,1270.1379415279744,1270.1379415279744,451070
2022-08-24,1296.194091796875,1310.6587105067936,1294.6960318140932,1295.3836069314605,300556
2022-08-25,1291.9945068359375,1307.6133961737257,1287.819652888739,1302.0632722380042,173270
2022-08-26,1286.223388671875,1300.5406339881642,1280.943426312649,1295.6782049895585,370472
2022-08-29,1275.4423828125,1303.1928808384941,1262.2792907399084,1262.2792907399084,1008332
2022-08-30,1296.218505859375,1299.5828749855268,1265.7910924857863,1287.672262426721,594586
2022-09-01,1257.466064453125,1279.9366032961548,1253.4385820199323,1271.66064071862,2298426
2022-09-02,1242.534912109375,1264.2441307766862,1240.1773233143483,1259.8236967529915,533714
2022-09-05,1262.4022216796875,1267.6821842837364,1242.6330593715045,1242.6330593715045,238588
2022-09-06,1274.7547607421875,1279.715517487088,1262.0829471145805,1262.0829471145805,753428
2022-09-07,1267.755859375,1274.3128844092962,1261.8129034164622,1267.0437023273666,383248
2022-09-08,1269.7449951171875,1275.5406988246932,1262.770557057484,1272.1025837335214,328760
2022-09-09,1261.5919189453125,1280.378763555219,1259.8236973701894,1280.2313917719673,331676
2022-09-12,1275.8353271484375,1282.6132289293726,1263.2616022714776,1264.0965490215422,304254
2022-09-13,1286.9110107421875,1291.0368208696614,1277.5053579744717,1284.381588274988,446110
2022-09-14,1271.0220947265625,1281.6802278409932,1259.8236384028157,1259.8236384028157,514576
2022-09-15,1258.2274169921875,1278.1439518593365,1255.8944101684488,1270.1380307765382,360792
2022-09-16,1227.554443359375,1254.2244169165115,1223.600587073549,1251.9650362069146,421170
2022-09-19,1229.0526123046875,1238.654681393151,1218.861056083514,1227.5053884492445,5926262
2022-09-20,1228.9051513671875,1246.169352808929,1225.8599876875437,1240.1772333273195,186846
2022-09-21,1232.44140625,1244.5975982614327,1225.7861741159,1228.8068755931727,149714
2022-09-22,1220.972900390625,1229.1998189653677,1214.4159954438912,1219.4994224369398,176794
2022-09-23,1198.1094970703125,1225.4670463411185,1196.0711140100293,1220.7764510020338,221250
2022-09-26,1167.731201171875,1187.4511985181634,1166.7488826009628,1180.7469222364616,261878
2022-09-27,1176.52294921875,1191.4296820647648,1159.2095837471297,1176.326533461862,840566
2022-09-28,1145.4327392578125,1168.1733206606448,1143.3453120728739,1161.640997399689,498150
2022-09-29,1142.0927734375,1162.9424622725414,1136.3216515151255,1158.153658975252,382498
2022-09-30,1167.8294677734375,1179.3471296141868,1137.0338030090998,1138.5072809395651,502780
2022-10-03,1166.1595458984375,1187.107442005481,1160.855001494581,1177.3088379870999,457996
2022-10-04,1185.19189453125,1187.5739450316837,1174.0426031403701,1178.0209212603245,310710
2022-10-06,1189.906982421875,1203.3402367024905,1187.8195554806564,1196.4640067784762,180962
2022-10-07,1195.1134033203125,1200.3442020607083,1185.5849605733194,1187.6232237659574,303470
2022-10-10,1181.6064453125,1187.4757747631318,1172.8883680375143,1183.2272949291096,277850
2022-10-11,1157.7852783203125,1184.676250422566,1154.7155326465393,1184.3078809417132,7925042
2022-10-12,1166.52783203125,1169.3519977946153,1152.0386337670275,1156.6554828762792,184000
2022-10-13,1170.8502197265625,1175.933646857665,1159.6271810430908,1166.8963631277409,179298
2022-10-14,1164.538818359375,1186.665571049943,1163.2372940472035,1184.676351700891,338836
2022-10-17,1183.69384765625,1185.535694929574,1151.0809199013652,1156.5327158832451,624018
2022-10-18,1203.6103515625,1209.7252603822901,1188.605412149875,1188.605412149875,550352
2022-10-19,1226.1793212890625,1241.1596815131027,1199.361972726492,1204.3963560804727,608000
2022-10-20,1228.3402099609375,1237.2302409991871,1217.1172922269427,1217.1172922269427,536774
